Titre,Lien_du_titre,image,note,venueindex,champ,champ1,catégorie,adresse,étiquette,avatar,auteur,utilisateur
"Marilyn D. • Juillet 23, 2015
Bon cornet! Accueil mitigé mais goûts surprenants et chouette petite place",https://fr.foursquare.com/marilynd3960223,https://fastly.4sqi.net/img/general/300x300/351477663_aI3tWjtmeJb09_GaWfyM1XDe8A-MrlqZM-QnSNNq0y8.jpg,8.9,132,https://fr.foursquare.com/v/fatamorgana/4fca3346e4b0e1d3a31b740f,Fatamorgana,Glace,"Piazza Degli Zingari 5, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4TWCHSVU4Q1XD4SQ.jpg,"Marilyn D. • Juillet 23, 2015",Marilyn D.
"Amaurea G. • Octobre 6, 2015
Un sanctuaire pour chats au cœur d'un site archéologique. Atypique et ravissant au milieu de la ville.",https://fr.foursquare.com/amaurea,https://fastly.4sqi.net/img/general/300x300/1644627_8sD0RYD5BvIq_WnUCPFv6ueibmTpCSiQy-8DkP8XSAE.jpg,8.9,133,https://fr.foursquare.com/v/largo-di-torre-argentina/4adcdac9f964a520365421e3,Largo di Torre Argentina,Place,"Largo di Torre Argentina, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EN2GTKPDPFWG50L5.jpg,"Amaurea G. • Octobre 6, 2015",Amaurea G.
"Jakub O. • Mars 5, 2019
La pizza est superbe et l’atmosphère aussi. Je conseille vivement ce restaurant pour toutes personnes intéressées par une vraie cuisine italienne.",https://fr.foursquare.com/jakubo3045606,https://fastly.4sqi.net/img/general/300x300/25323843_JDuO8bPWYMp0sIh4vVJ5QGGkOpkae-BQmSYfUZRG6KQ.jpg,8.9,134,https://fr.foursquare.com/v/la-pratolina/4bf1958199d02d7f3d4fc948,La Pratolina,Pizza,"Via degli Scipioni, 248, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/521649478_X7mN6Te7_TB5TqFijy5vbgNHftfWYlR3aIIgORmXT_MY-qOnasFf7CtaUE3TME-suh7LDFgQ8.jpg,"Jakub O. • Mars 5, 2019",Jakub O.
"Manon C. • Juillet 1, 2019
Bon mais sans plus. Restaurant un peu sûr-côté",https://fr.foursquare.com/manonc7534778,https://fastly.4sqi.net/img/general/300x300/1390209409_e0CeJIOMnDnkmSFOSw69GMJDnm3pvx386xfy7uzmLXo.jpg,8.9,135,https://fr.foursquare.com/v/nannarella/5b40fa21dd8442002ca4f6aa,Nannarella,Italien,"Piazza di S. Calisto, 5, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/127335698_w2B01LQP_i8S9gqd9DL5mgsULvwCVMTeKfmufTKffVQVVSX_iJKc6UsGfp3A6nRvMun0Z_aX9.jpg,"Manon C. • Juillet 1, 2019",Manon C.
"Nadia B. • Février 26, 2020
Les pizzas sont à tombé par terre ,les pasta sont...",https://fr.foursquare.com/nadiab9456276,https://fastly.4sqi.net/img/general/300x300/110088754_bQqkDUbzzCSXU9yRhy-dBi2mlNWekIi-KDK7oDEts4M.jpg,8.9,136,https://fr.foursquare.com/v/tonnarello/573f699e498e5c51f4b18d11,Tonnarello,Italien,"Via Della Paglia, 1, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/476253834_Spn-osAK_ocbbuG5lothBce3tD1b3P2ANOpGWcA9HovHdPMz6Kt1FtAuCse4wc5WF4Ye6BkN4.jpg,"Nadia B. • Février 26, 2020",Nadia B.
"Cross Pollinate Travel • Novembre 6, 2012
This is a cozy spot to escape a rainy day or the killer heat in the summer. A very good breafkast cappuccino or mid-morning or mid-afternoon crostata and tea break.",https://fr.foursquare.com/crosspoll,https://fastly.4sqi.net/img/general/300x300/19467529_o-JqUMo46uYW5UuLAi3x9v2NpUuVkcHnPHIX0rQccRY.jpg,8.9,137,https://fr.foursquare.com/v/fabrica/4b88646ef964a52080f431e3,Fabrica,Salon de thé,"Via Girolamo Savonarola, 8, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EOTOQTWN2YFOSHM3.jpg,"Cross Pollinate Travel • Novembre 6, 2012",Cross Pollinate Travel
"♕ Elvn • Novembre 28, 2014
Looking for different taste, just try ""panna cotta"" favoured ice cream,, but i luv ""mascarpone"" favour↔️the best 👍",https://fr.foursquare.com/elvnbydr,https://fastly.4sqi.net/img/general/300x300/65974378_yPRgaKH23P7f6T8oopAXCt0q3TpjqupX3qpNQeMyONA.jpg,8.9,138,https://fr.foursquare.com/v/gelateria-tropical-ice/4e1f240514959804e9e87385,Gelateria Tropical Ice,Glace,"Via Nomentana, 115 (Porta Pia), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/84621504-Z4VERDXGRBD4QQT4.jpg,"♕ Elvn • Novembre 28, 2014",♕ Elvn
"Mikhail L. • Décembre 27, 2014
Perfect view on the city from up this hill.",https://fr.foursquare.com/mikhaill6013093,https://fastly.4sqi.net/img/general/300x300/547870823_3Zrxvwv24nLphi-CAmQZbbkCu4oCFKYtcVxGunYXU4k.jpg,8.9,139,https://fr.foursquare.com/v/faro-del-gianicolo/4c8e4c46a8de224bac352601,Faro del Gianicolo,Phare,"Passeggiata del Gianicolo, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7174738-TIFRPHRDSVRMRUK1.jpg,"Mikhail L. • Décembre 27, 2014",Mikhail L.
"Sehnaz • Janvier 1, 2019
we had spagetti cacio e pepe, donkey with red wine sauce, spagetti carbonara, panna cotta.everything was really delicious and house wine (red) also very tasty",https://fr.foursquare.com/sehnaz2742850,https://fastly.4sqi.net/img/general/300x300/32899282_9EM_3bqEQ0kaXS5zw0gnDTEtIA9KYlgaWlZ0h8FLtD8.jpg,8.9,140,https://fr.foursquare.com/v/santopalato/5904e9389e0d546189ba6738,SantoPalato,Cuisine romaine,"Piazza Tarquinia, 4/A/B, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MPGRTME4ZY0HRFR2.jpg,"Sehnaz • Janvier 1, 2019",Sehnaz
"Gabi M. • Octobre 1, 2021
Highly highly recommended. U can have a cannolo filled with gelato. Try the cookie flavor. Best I have had in a long time! Nutella pastries are delish too. And super friendly service!",https://fr.foursquare.com/gabim1739264,https://fastly.4sqi.net/img/general/300x300/46228889_UVCo8aEt36ShlOK5ZHNirNwi32MnBfK3LE2dZ22rx2Y.jpg,8.9,141,https://fr.foursquare.com/v/gelateria-elisa/5de01f731a9e4a0008cc8e26,Gelateria Elisa,Glace,"Gelateria Elisa, Via di Propaganda, 3a, 00187 Roma RM, Italy, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/85598468_mHwyYI2Z_VHZ-e9mtoK1uOqR7wskFLWfgCgzcaSLoq8puxK8gqf7g4swORqzTZBr7GWQ2kCgt.jpg,"Gabi M. • Octobre 1, 2021",Gabi M.
"Feras • Décembre 12, 2017
The Italian version of Harrods and selfridges. A must visit whenever you're in town, its by far the best grand store in the country. Enjoy!",https://fr.foursquare.com/ferasq8,https://fastly.4sqi.net/img/general/300x300/406890918_jhWn6WXU9eJyysPsmwwo-vEzAYWVQ1IwRmG-9FUIZ10.jpg,8.9,142,https://fr.foursquare.com/v/la-rinascente/59d89a7115173e1a65c0fbfb,La Rinascente,Grand magasin,"Via del Tritone, 61 (Via dei Due Macelli), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/11848520_B9xxXcbf_nC8G3kn1gOI8tjdM0xOsBbmP0dDJGFGJIBJwrLtygu3AUFV-QnXbl8Q2GntnESNz.jpg,"Feras • Décembre 12, 2017",Feras
"Sabryna Taha • Avril 21, 2015
The best gelato ice cream in Rome. Wajib dtg sini try. You wont regret😝😝😝😝",https://fr.foursquare.com/sabrynat4280224,https://fastly.4sqi.net/img/general/300x300/21571885_c9mHaAZL-jhxT72rFlcKW_3FMzVV48VgAtL6GW0M7Rg.jpg,8.9,143,https://fr.foursquare.com/v/gelateria-sm-maggiore/5058bef3e4b0dcc7a789e090,Gelateria S.M. Maggiore,Glace,"via Cavour 93/a-95, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2686277-II1MDLLFV5TPYOG3.jpg,"Sabryna Taha • Avril 21, 2015",Sabryna Taha
"Oliver S. • Septembre 16, 2013
The best gelato we tried in Rome. Nice location close to the Vatican. Try the lemon and raspberry flavors.",https://fr.foursquare.com/oliverstyle,https://fastly.4sqi.net/img/general/300x300/554591379_YDAlN7tzkhlonWNUq8ZAtNY3L-kMBssZWWLVsKYKqXE.jpg,8.9,144,https://fr.foursquare.com/v/l-arena-del-gelato/5083d561e4b0fbd4c0d7a17e,L' Arena Del Gelato,Glace,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PG4VOMI2QCKG3IQ5.jpg,"Oliver S. • Septembre 16, 2013",Oliver S.
"Giorgia F. • Octobre 16, 2014
Replay.... ❤️",https://fr.foursquare.com/giorgiaf3366009,https://fastly.4sqi.net/img/general/300x300/107423110_Xq9uO_OPnsiKdxqMJbxL6610qa0yS1S68hJ8erINa4s.jpg,8.9,145,https://fr.foursquare.com/v/teatro-della-cometa/4adcdad0f964a520fb5521e3,Teatro Della Cometa,Théâtre,"Via del Teatro Marcello 4, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/46390535-ZA0J0G4GGYWU1HJ5.jpg,"Giorgia F. • Octobre 16, 2014",Giorgia F.
"Jasiek K. • Juillet 11, 2013
Perfetto! Great food, decent peices. I would recomend lasagne, and from pizzas primavera. Vino bianco di casa is very tasty.",https://fr.foursquare.com/kolojan,https://fastly.4sqi.net/img/general/300x300/17512026_3nm-xuhiK63JSa1OMR5LnB0_Fd7TWTsF_IAkbVdXaB0.jpg,8.9,146,https://fr.foursquare.com/v/piazza-di-porta-san-giovanni/4ca74622b0b8236a6054a7e6,Piazza di Porta San Giovanni,Place,"Piazza di Porta San Giovanni, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7938588-0KFQ1WE23HD1MLEO.jpg,"Jasiek K. • Juillet 11, 2013",Jasiek K.
"Feras • Décembre 12, 2017
One of the best places to stay at in rome, an antique hotel with original Italian design and furniture. Its right next to the villa borghese. Go for lunch at Mirabelle its a must try! Enjoy.",https://fr.foursquare.com/ferasq8,https://fastly.4sqi.net/img/general/300x300/98107034_f046Mbk6I9XCuptGKprYux4SGy2lMUYZOvZGeSJV2UY.jpg,8.9,147,https://fr.foursquare.com/v/hotel-splendide-royal/4bb3778835f0c9b62265bc83,Hotel Splendide Royal,Hôtel,"Via di Porta Pinciana 14, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/11848520_B9xxXcbf_nC8G3kn1gOI8tjdM0xOsBbmP0dDJGFGJIBJwrLtygu3AUFV-QnXbl8Q2GntnESNz.jpg,"Feras • Décembre 12, 2017",Feras
"Dhouha L. • Janvier 1, 2017
Sans doute le meilleur café au monde",https://fr.foursquare.com/dhouhal4413585,https://fastly.4sqi.net/img/general/300x300/9051720_BdxxEUjqkDaQ-wD_roGaHOUUYmBYrIMpcqBw9buX8IU.jpg,8.9,148,https://fr.foursquare.com/v/tazza-doro/4adcdac4f964a5208a5221e3,Tazza d'Oro,Coffee Shop,"Via degli Orfani, 84, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95803661-R0DAGCPCWN20QILV.jpg,"Dhouha L. • Janvier 1, 2017",Dhouha L.
"Alexander L. • Juillet 20, 2015
Good value, small new boutique in the Monti district. Get a room with a balcony.",https://fr.foursquare.com/alexlobov,https://fastly.4sqi.net/img/general/300x300/897362_gMB7G6ZnTMae9rul1DnlbI8-9rQn2Al9LNT7Y9v4YDk.jpg,8.9,149,https://fr.foursquare.com/v/the-fifteen-keys-hotel/54d5bb66498e254c1e7b6d58,The Fifteen Keys Hotel,Hôtel,"Via Urbana, 6/7, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/107013_0zErIUUt_5-lfrDM9sO25HBBJ72nqS23ZTKKimTP6aQh0pkXQHFrTCeATwONX-n1T6rTTKu6U.jpg,"Alexander L. • Juillet 20, 2015",Alexander L.
"hussein s. • Octobre 7, 2018
Fontaine des Naïades. Idéologie politique de conception de la liberté et de la fierté de la République",https://fr.foursquare.com/hussein_ayiti,https://fastly.4sqi.net/img/general/300x300/105700390_0hdAMvlY3lLHtBoQkFdIFydbLVsOuvucbi2CM-KGyJ4.jpg,8.9,150,https://fr.foursquare.com/v/piazza-della-repubblica/4b8e9668f964a5206a2a33e3,Place de la République,Place,"Piazza della Repubblica, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/81760655-CZHSXMEZLBPVKKP1.jpg,"hussein s. • Octobre 7, 2018",hussein s.
"Artemi M. • Avril 18, 2015
Lovely wine bar, great drink and wine selection, great for a date!",https://fr.foursquare.com/passengerfox,https://fastly.4sqi.net/img/general/300x300/26976957_Z_Q2YxX05zqmLPAcs_TLBedAFt5z1n-7x0PH8gB5SHE.jpg,8.9,151,https://fr.foursquare.com/v/libreria-caff%C3%A8-bohemien/4d2f6a1996fe6ea8dcd50b44,Libreria Caffè Bohemien,Cocktail,"Via degli Zingari, 36, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/56032496-TC0X00MAWO3SPCBD.jpg,"Artemi M. • Avril 18, 2015",Artemi M.
"Ieva A. • Janvier 26, 2018
Absolutely phenomenal modern Italian cuisine. We went for lunch and had 5 different tapas style courses each (44€ pp). All were exceptional quality, delicious and imaginative! Kudos to the Chef!",https://fr.foursquare.com/ievaa6603334,https://fastly.4sqi.net/img/general/300x300/3540504_pO2YvvMfQsmNB4_jPOmcFZfWVa_Wa8vrvgy-F5olr_w.jpg,8.9,152,https://fr.foursquare.com/v/per-me--giulio-terrinoni/56749cb8498eb9c89c409673,Per Me - Giulio Terrinoni,Restaurant,"Vicolo del Malpasso, 6, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/71623027-GLRUNR5JQ50NP3EE.jpg,"Ieva A. • Janvier 26, 2018",Ieva A.
"Laurent K. • Juillet 16, 2015
Superbe endroit fréquenté par des italiens de un quartiers pourtant très touristiques. Prix 10€ le cocktail avec tapas, sushis.., à discrétion ! Allez-y vas serez pas déçus !!!",https://fr.foursquare.com/laurentkrugell,https://fastly.4sqi.net/img/general/300x300/38476558_mhK60M1Gvnl3OupH_A_37dZYWY8-x176Xcv_UiI0P28.jpg,8.9,153,https://fr.foursquare.com/v/salotto-42/4bdb27ecc79cc928e56681e9,Salotto 42,Bar lounge,"Piazza di Pietra, 42, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/417029-VWUSHMIAU4DXDUBL.jpg,"Laurent K. • Juillet 16, 2015",Laurent K.
"Lupita C. • Février 5, 2017
Great spot for a quick stop and very good coffee. You can find books, records, magazines, children's book, snacks and coffee.",https://fr.foursquare.com/lupitac9263845,https://fastly.4sqi.net/img/general/300x300/89507311_BShUXnhELc53J12-hsyhoO0xJosyK5GDm_q1FvneLYs.jpg,8.9,154,https://fr.foursquare.com/v/la-feltrinelli-international/4adcdad2f964a5208e5621e3,la Feltrinelli International,Librairie,"Via Vittorio Emanuele Orlando 84/86, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/145717183_q2BsCnlb_PLJryqFfhk1aX4KI1SVZhrnPpzNGgTvdIR73aJ72iHhBwZyGt2Qia2L422RrDMWu.jpg,"Lupita C. • Février 5, 2017",Lupita C.
"Vik C. • Avril 27, 2013
Fantastic hotel ... quiet, new and clean. Solid cheap eats and grocery stores near by. We will return. Ciao!",https://fr.foursquare.com/vikc,https://fastly.4sqi.net/img/general/300x300/10537240_Fft3PsI1FPQrTWrurBHm-iPBVasUBWAiLccH7XFQz7A.jpg,8.9,155,https://fr.foursquare.com/v/iq-hotel-roma/4c3b1bf14565e21e5221566a,iQ Hotel Roma,Hôtel,"Via Firenze, 8, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/NCOGWETHMOT5F3RN.jpg,"Vik C. • Avril 27, 2013",Vik C.
"Simon L. • Mars 28, 2016
Très bonnes pâtes, service rapide qui offre un verre de bon...",https://fr.foursquare.com/simonl3863723,https://fastly.4sqi.net/img/general/300x300/74626767_uvue77UFRs_RyIIbTpIlPsiONVCWvsoBYJ6mUdh1y74.jpg,8.9,156,https://fr.foursquare.com/v/cantina-e-cucina/4d84a28b8de9721e0fa23451,Cantina e Cucina,Italien,"Via Del Governo Vecchio, 87, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/110469281-KQ0VDYS3ANXG5N4I.jpg,"Simon L. • Mars 28, 2016",Simon L.
"Skander • Juin 14, 2015
Des pizza et des pâtes bio!",https://fr.foursquare.com/xandour,https://fastly.4sqi.net/img/general/300x300/5108356_bAB-0VmQbb7-7NOksxvUkS-OJi_YQ__aLDT5qzO55Us.jpg,8.8,157,https://fr.foursquare.com/v/emma/5388df60498e1afc163697b8,Emma,Pizza,"Via del Monte della Farina, 28/29 (at Via di Sant'Anna), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/GTHDQW5R3O1XYBNP.jpg,"Skander • Juin 14, 2015",Skander
"N. S. • Février 21, 2018
Totally awesome and amazing historical site. It’s totally worth checking out the attached museum and sculpture gardens, they really enhance the experience. Humbling example of Roman architecture.",https://fr.foursquare.com/n.s9006689,https://fastly.4sqi.net/img/general/300x300/1493356_SE0tsoCkHDA5-oGgO_20Rt1GGo7z0armyWl6BoP6P5w.jpg,8.8,158,https://fr.foursquare.com/v/museo-delle-terme-di-diocleziano/4adcdac9f964a5204f5421e3,Museo delle Terme di Diocleziano,Musée d'histoire,"Viale Enrico de Nicola, 79, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/391894547_Yt4sMnB9_gVjGS0HG19fQIqLYvckMQLWsm3H6LsdKvcfv7mrm0nKNMs9gzWZyTGKOJZ6ScyJk.jpg,"N. S. • Février 21, 2018",N. S.
"SSK016 • Janvier 16, 2016
Excellent shows , ushers are available and smart , seating is nice and buying tickets online is so easy and recommended",https://fr.foursquare.com/ssk016,,8.8,159,https://fr.foursquare.com/v/teatro-dellopera-di-roma/4adcdad0f964a520055621e3,Teatro dell'Opera di Roma,Opéra,"Piazza Beniamino Gigli, 7, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/52362992-OVIJ41SVQQLSG3FP.jpg,"SSK016 • Janvier 16, 2016",SSK016
"Manu T. • Novembre 14, 2014
Nous avons adoré ce resto a l écart des touristes. Les saveurs sont authentiques, le service souriant. Une perle! Une superbe découverte. Entrées 5-6€ pâtes 9€ plats 10-13€ desserts 5-6€.",https://fr.foursquare.com/manut2312924,https://fastly.4sqi.net/img/general/300x300/12737189__bZLGNafChkNG7LyFYt4ge9QWNt3M7N-zBa_MuYxpSE.jpg,8.8,160,https://fr.foursquare.com/v/da-enzo-al-29/4baa9ea3f964a520357a3ae3,Da Enzo al 29,Cuisine romaine,"Via dei Vascellari 29, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92817249-W0FVZL32AJ4B4OT1.jpg,"Manu T. • Novembre 14, 2014",Manu T.
"Szymon K. • Mai 20, 2017
Lovely pace with a lovely rooftop terrace. Could use a proper bar to speed things up.",https://fr.foursquare.com/szymonk6948393,https://fastly.4sqi.net/img/general/300x300/388340_9TrkLn7yck8QlQxFNHZOG1U_qDdtw9QzkEzad8PR2r4.jpg,8.8,161,https://fr.foursquare.com/v/rome-glam-hotel/57729794498e491f856f37c9,Rome Glam Hotel,Hôtel,"Via Nazionale 82, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6552970-KFJQQT5SQXQW4423,"Szymon K. • Mai 20, 2017",Szymon K.
"Stéphane • Septembre 5, 2011
De très bonnes glaces artisanales et un grand choix de parfums",https://fr.foursquare.com/stephvua,https://fastly.4sqi.net/img/general/300x300/39994333_w2qYx0pxXsExtNJ8RXYHwQJkzw5X53gmc6Ccp-_1eAg.jpg,8.8,162,https://fr.foursquare.com/v/giolitti/4adcdac2f964a520025221e3,Giolitti,Glace,"Via degli Uffici del Vicario, 40, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/I55DNWGOD1V3LTZI.jpg,"Stéphane • Septembre 5, 2011",Stéphane
"Chris P. • Août 22, 2015
Lovely little square, very well proportioned.",https://fr.foursquare.com/phillipsc,https://fastly.4sqi.net/img/general/300x300/12737189_dg63cluU0lbOIZ2Lt59dJWe_53zRMI09DHo69yqtoyw.jpg,8.8,163,https://fr.foursquare.com/v/piazza-di-santignazio/4cc40db838aaa0934ebb1062,Piazza di Sant'Ignazio,Place,"piazza di Sant'Ignazio, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/348243_anNPB9gF__YR6CvA7FChpOBYtPPDNWG_nv8vB1h9Oh7dW-f3nyDKfeMIxfct6845vopk9jJ5P.jpg,"Chris P. • Août 22, 2015",Chris P.
"Dess K. • Mars 4, 2022
Nice pasta. Amazing tiramissu. Wine is no.",https://fr.foursquare.com/dessk9688827,https://fastly.4sqi.net/img/general/300x300/20086048_z6FyoQt_kJwFx5j5pKF95hSDiMY_Amq_VZjpDfKz6AI.jpg,8.8,164,https://fr.foursquare.com/v/molino/5be2bed02d2fd9002c6f92d6,Molino,Café,"Via Merulana 282, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/541362747_6IeFZJPw_cNURDjYSj7vAOk5R_L7AhWyigSuNmOH92jMPPeUtXQuLvIXHxtXz2XFASgvt-CWC.jpg,"Dess K. • Mars 4, 2022",Dess K.
"Apivore • Octobre 26, 2014
Complètement atypique, une déco de fou ! Le patron est accueillant et les sandwichs excellents surtout accompagnés d'une bière artisanale italienne (brewfist)",https://fr.foursquare.com/apivore,https://fastly.4sqi.net/img/general/300x300/6466921_-le3D3ziB-xnY87R6vk2BFBwSNMUb-HjKKGEt7DG8b8.jpg,8.8,165,https://fr.foursquare.com/v/knick-knack-yoda-dal-papa/4fa9883fe4b027255a2c6c22,Knick Knack Yoda (Dal Papa),Sandwicherie,"Piazza Risorgimento, 11, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/73963281_P21VF4CI_DrZhZQ0bpgeKOOR6W-1QsyVu5esRuQBMyFfOkuDAm1ac14Qa1NYOxW6v9dnxE8Hs,"Apivore • Octobre 26, 2014",Apivore
"Hervé • Octobre 24, 2014
Magnifique Villa, cafétéria avec vue imprenable sur Rome.",https://fr.foursquare.com/hgrella,https://fastly.4sqi.net/img/general/300x300/3381234_Uhu7EC_FFHxBxAuPnrTSctMoJOB2jRh3Okyn1HK5Eak.jpg,8.8,166,https://fr.foursquare.com/v/villa-medici--accademia-di-francia-a-roma/4adcdac7f964a5206c5321e3,Villa Medici - Accademia di Francia a Roma,Site historique et protégé,"1a Viale della Trinità dei Monti, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/GESL1AGVTJIB4GJO.jpg,"Hervé • Octobre 24, 2014",Hervé
"Flavie M. • Avril 26, 2019
Pizzas variées, accueil parfait.",https://fr.foursquare.com/flaviem3835685,https://fastly.4sqi.net/img/general/300x300/468471_O2jLgimX2TpvY73eLfv4C5In17s1AYs06SzCUiQ0-i8.jpg,8.8,167,https://fr.foursquare.com/v/pizza-zizza/56461534498e93b4289e08c1,Pizza Zizza,Pizza,"Via di Porta Cavalleggeri, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/503756902_OWZHrDNb_ZTbZqE6lo7eEd-aLcibTzx_evz7TiJw9WN_RHP-pwGmLkGXQDm1_O4rI4L8K0ewp.jpg,"Flavie M. • Avril 26, 2019",Flavie M.
"Ellen D. • Août 22, 2014
A secret in the heart of Rome! We found this one by accident and I truly recommend it to anyone who loves art! Caravaggio, Bernini, Hans Holbein,... A must visit! Don't forget to visit the gardens too",https://fr.foursquare.com/ellend5929096,https://fastly.4sqi.net/img/general/300x300/92414202_U2aW1_45b0u-QHKDEIsz61iIC-sTDtuyiebCv1reS44.jpg,8.8,168,https://fr.foursquare.com/v/palazzo-barberini/4c7e23c5d461a1433f1c7ff5,Palazzo Barberini,Musée d'art,"Via delle Quattro Fontane, 13, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/L1TV3HD5545TJRZC.jpg,"Ellen D. • Août 22, 2014",Ellen D.
"Carl G. • Décembre 10, 2015
Lovely ceilings. Don't forget to look up.",https://fr.foursquare.com/geordie_exile82,https://fastly.4sqi.net/img/general/300x300/2537294_qr2fVVhtbneOEk7J_9hsLYTuaxVav6moMJvB3dvzwwc.jpg,8.8,169,https://fr.foursquare.com/v/sala-dellimmacolata-concezione/4fbfda27e4b0d3da586cc646,Sala dell'Immacolata Concezione,Musée,"Viale Vaticano, Vatican City",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/94036971_20UHeDpa_9KWDPDAGGSscKhFQOE1iqioimyHcMdpdg8At85b2yat3z1YBiaUX3CRKzsnMd36S.jpg,"Carl G. • Décembre 10, 2015",Carl G.
"Andrew M. • Février 24, 2011
Cracking hostel right next to Roma Termini. Try out their breakfasts. Awesome",https://fr.foursquare.com/andy_mannerz,https://fastly.4sqi.net/img/general/300x300/11773482_3e8dj8FcrlNDiRErAYskSGgIFqdAYIlq6PhhA5gPBqc.jpg,8.8,170,https://fr.foursquare.com/v/the-beehive/4c75916ddb52b1f7952279dc,The Beehive,Auberge,"Via Marghera 8 (Via dei Mille), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1337422_YcdWfQxm_bsznEK3owocUai1YGFA9E32mkqU4YPvrQOng221X2tTsWifSULnTf-R7plaDPEY0.jpg,"Andrew M. • Février 24, 2011",Andrew M.
"Aw S. • Septembre 10
Tried melon, Buffalo + pink peppercorn and dark chocolate - all were amazing and a step above other gelaterias in Rome",https://fr.foursquare.com/aws3401408,https://fastly.4sqi.net/img/general/300x300/58592680_h4bJWjKnERmnAGmtAyk1EdOReqjcyPuYYajlvxVkfv0.jpg,8.8,171,https://fr.foursquare.com/v/g%C3%BCnther-gelato/5ba810270d2be70039feaa3a,Günther Gelato,Glace,"via dei Pettinari 43, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,Aw S. • Septembre 10,Aw S.
"Lukasz M. • Septembre 1, 2018
Very nice new hotel, great place to stay near city center for reasonable price! Great rooms and very good breakfast.",https://fr.foursquare.com/lukaszm4954780,https://fastly.4sqi.net/img/general/300x300/22534832_WBBAtIGnjlyNldAu69S-oGLLpzRLow_cUj81Rlo1hL0.jpg,8.8,172,https://fr.foursquare.com/v/the-hive-hotel/5b7001a5de3bbf002c0348d3,The Hive Hotel,Hôtel,"6 Via Torino, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/127263588-PP55DZSZNHOCEG0U.jpg,"Lukasz M. • Septembre 1, 2018",Lukasz M.
"Hinatea I. • Novembre 14, 2015
C'est le meilleur endroit que j'ai vu à Rome ;) pas loin de la fontaine de trevi, des serveurs sympa qui parle français et anglais !! les pizzas et les pates sont divines !!!! You MUST GO thete ^^",https://fr.foursquare.com/hinateai2613996,https://fastly.4sqi.net/img/general/300x300/479143265_IFXynpMxihTDIOdYpN4Xvbqe4MLfMuKTgwSDXxLrAO8.jpg,8.8,173,https://fr.foursquare.com/v/il-piccolo-buco/4db4729fa86e8d27078532ac,Il Piccolo Buco,Italien,"Via Del Lavatore, 91, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86927286-NFE2GOJXTQ1VJQ1G.jpg,"Hinatea I. • Novembre 14, 2015",Hinatea I.
