Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Growleriet,https://fr.foursquare.com/v/growleriet/574ef6a6498eb618f666ac35,https://fastly.4sqi.net/img/general/300x300/8612430_RAlMdbnGlU9IaibQjgUUTCXX-R6QwCtwHZVCR6xfEyM.jpg,8.6,132,Magasin de vente de bière,,"Seilduksgata 26, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/Y1FSJN5JD2NL3K1F.jpg,"Morten A. • Juin 1, 2016
Local craftbeer!","Morten A. • Juin 1, 2016",https://fr.foursquare.com/splitenz71,Morten A.
Girotondo,https://fr.foursquare.com/v/girotondo/5a4fe7ea8e886a7c688ac815,https://fastly.4sqi.net/img/general/300x300/1696805_k02jiOjawecc8CRVxe6XePC-D1eToHYkylkBgR1YGtM.jpg,8.6,133,Pizza,$$$$,"Youngsgate 19, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/57209335-U0YLZGY1K5TD2LYP.jpg,"HS • Août 17, 2019
Best pizza in oslo !! ❤️","HS • Août 17, 2019",https://fr.foursquare.com/hs2560166,HS
The Great India,https://fr.foursquare.com/v/the-great-india/4b4e03d0f964a52031de26e3,https://fastly.4sqi.net/img/general/300x300/3352984_DXhgpR8Ijgo4fyfEJbFmRwXmdNwXnjruB7muccPNZOU.jpg,8.6,134,Indienne,$$$$,"Kristian Augusts Gate 14, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/67617784-33TI1DV5RO14EHEY.jpg,"Matti M. • Juillet 30, 2015
Great lamb and new experience with Beer Chakra","Matti M. • Juillet 30, 2015",https://fr.foursquare.com/mattimy,Matti M.
Munchies,https://fr.foursquare.com/v/munchies/54d3a1e1498e30011a273181,https://fastly.4sqi.net/img/general/300x300/218110623_-I7ytUi2L59iW-LjvDEsHP2tEMVLCb7UCuLBFyaYIRU.jpg,8.6,135,Hamburgers,$$$$,"Thorvald Meyers gate 36, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9213613_93o11ywk__5uHUpbibvvFW_5cnsx7CrtBhRyzyJZlksB9yzJ48v-hS__5phx7DrUNs0iFgM4A.jpg,"Marius Ø. • Septembre 7, 2018
Solid, juicy burgers, no fuss!","Marius Ø. • Septembre 7, 2018",https://fr.foursquare.com/mariuss5344767,Marius Ø.
Bruun-Larsen,https://fr.foursquare.com/v/bruunlarsen/578a73d138fa871db4671293,https://fastly.4sqi.net/img/general/300x300/548053050_q2VGwmDCPreWE_y1YGhFDHv2ejZR8WpZ0QU2v1Hkz_g.jpg,8.6,136,Cocktail,$$$$,Oslo,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BRO0YZ5PCHI15X2C.jpg,"Magnus H. • Août 5, 2016
Serves a decent Pisco sour, good service and it`s free to use the pool table.","Magnus H. • Août 5, 2016",https://fr.foursquare.com/magnush7099885,Magnus H.
Rockefeller,https://fr.foursquare.com/v/rockefeller/4b0588b7f964a520f9d522e3,https://fastly.4sqi.net/img/general/300x300/17977282_9KffEIxTZNxWuqAkJtXjHmrXYQaxmQsLfSr4cnMpGmY.jpg,8.6,137,Salle de concert,,"Torggata 16 (Maribosgate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/H335TLGOK0BHPJLE.jpg,"Sergey R. • Décembre 8, 2015
Nice club with good ligth and sound and polite stuff. IPA is good. Wardrobe costs around 30 kr.","Sergey R. • Décembre 8, 2015",https://fr.foursquare.com/sergeyr5561451,Sergey R.
Nye Nasjonalmuseet,https://fr.foursquare.com/v/nye-nasjonalmuseet/61ddb6f342c01d6484b08fcc,https://fastly.4sqi.net/img/general/300x300/5075404_LB1_SbhK47prflIVGFeHaQsj1GPQntqqYN1qgDPB7pU.jpg,8.6,138,Musée d'art,,"Brynjulf Bulls plass 3, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/E4CMRHIESPOXT5G3.jpg,"Ingeborg L. • Juin 16, 2022
Surprising presentation of the art. Also nice rooftop with bar.","Ingeborg L. • Juin 16, 2022",https://fr.foursquare.com/grnlghtdstrct,Ingeborg L.
RØØR,https://fr.foursquare.com/v/r%C3%B8%C3%B8r/594c178b037be13aa5c5c68e,https://fastly.4sqi.net/img/general/300x300/4226229_Y8yeH9Hnjdrl6zldSrk9tPiv5Rtc1A9OTwme6yoByOQ.jpg,8.6,139,Bar à bières,,"Rosenkrantz Gate 4, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/Y1FSJN5JD2NL3K1F.jpg,"Morten A. • Juillet 8, 2017
Røør opened its doors in the Summer of 2017. It is an absolute must for any craft beer geek. The bar sports 60 taps downstairs, 10 upstairs, a well stocked fridge and they play great vinyl records!","Morten A. • Juillet 8, 2017",https://fr.foursquare.com/splitenz71,Morten A.
Hønse-Lovisas Hus,https://fr.foursquare.com/v/h%C3%B8nselovisas-hus/4b0588b6f964a520a4d522e3,https://fastly.4sqi.net/img/general/300x300/2152834_lBsVRlQHCCCmlaOWztN1ue1mn8A8qs8H6hpn-X8qhBA.jpg,8.6,140,Café,$$$$,"Sandakerveien 2, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Maksym G. • Juin 22, 2018
Cozy interior, beautiful views and location, cleanliness, hospitality, delicious sweets","Maksym G. • Juin 22, 2018",https://fr.foursquare.com/maksymg5895092,Maksym G.
Døgnvill Burger Vulkan,https://fr.foursquare.com/v/d%C3%B8gnvill-burger-vulkan/4fc337de4fc65081910d136c,https://fastly.4sqi.net/img/general/300x300/213672822_vlzb8JBygamILWYrdX5ljiQAq3uy1FRcVmwGaBErJyY.jpg,8.6,141,Hamburgers,$$$$,"Vulkan 12, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3ZGU3WCU4DRNP3PF.jpg,"James M. • Mars 27, 2016
Burgers are a good size, not too large. And the Oreo chocolate milkshake is amazing — though the extra-large size really is extra-large!","James M. • Mars 27, 2016",https://fr.foursquare.com/jamesm4040893,James M.
Lofthus Samvirkelag,https://fr.foursquare.com/v/lofthus-samvirkelag/4c30be5b7cc0c9b6cdc1ed9a,https://fastly.4sqi.net/img/general/300x300/1813168_6HjH_iZGuGZp5Pjsnvjla68NbFRkPxsoBQ5pDZIvNPU.jpg,8.6,142,Pizza,$$$$,"Åsengata 42 (Hans Nielsen Hauges gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9213613_93o11ywk__5uHUpbibvvFW_5cnsx7CrtBhRyzyJZlksB9yzJ48v-hS__5phx7DrUNs0iFgM4A.jpg,"Marius Ø. • Août 15, 2019
High end pizza in a relaxed atmosphere, outdoor seating during summertime.","Marius Ø. • Août 15, 2019",https://fr.foursquare.com/mariuss5344767,Marius Ø.
Åpent Bakeri,https://fr.foursquare.com/v/%C3%A5pent-bakeri/4bc07a90461576b0cd297a32,https://fastly.4sqi.net/img/general/300x300/5832840_8gRxXVxQOiMHtTa6YKb9GlciDJWNLTDyqCLcWW5hu8I.jpg,8.5,143,Boulangerie,$$$$,"Inkognito Terrasse 1 (Colbjørnsensgate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/197933027-EHINDN4MXGR1Z2PW.jpg,"Kay M. • Août 21, 2016
The pastries were so good! Make sure you grab some jam and butter to accompany them","Kay M. • Août 21, 2016",https://fr.foursquare.com/maps4breakfast,Kay M.
Fyr,https://fr.foursquare.com/v/fyr/5945140342d8c242702ef48f,https://fastly.4sqi.net/img/general/300x300/392321041_FbWYVF1feUE3CCLlv-1exX7enp4Vf8uF9iRwhliqBoY.jpg,8.5,144,Restaurant,,"Underhaugsveien 28, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5EZRM3KF20NUZKHV.jpg,"Erik E. • Juin 29, 2018
Fantastic service and food. Go for the full menu. Abselutely excellent.","Erik E. • Juin 29, 2018",https://fr.foursquare.com/eskedal,Erik E.
Ostebutikken,https://fr.foursquare.com/v/ostebutikken/51d58ad0498e621175c5991f,https://fastly.4sqi.net/img/general/300x300/752258_O-U8rhauh9UVCr7R8O5EKJ-E0bbWwSwW5xVVqUG6pDw.jpg,8.5,145,Française,$$$$,"Thorvald Meyers gate 27 (Schleppegrellsgate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Niva C. • Octobre 29, 2014
Great food. Mussels are little spicy and it is very tasteful. Enjoying in atmosphere abd music. Feels like in the movie","Niva C. • Octobre 29, 2014",https://fr.foursquare.com/nivac3296185,Niva C.
Grønlands Torg Frukt & Grønt,https://fr.foursquare.com/v/gr%C3%B8nlands-torg-frukt--gr%C3%B8nt/4c44609274ffc928786d75cc,https://fastly.4sqi.net/img/general/300x300/3594373_uT6DuzSyaGxGJ6srEpVFLaoGAwH8Jz_gsd8SW-zkosQ.jpg,8.5,146,Épicerie,,Oslo,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VAJ5A4GIA3P2QSCJ.jpg,"Patrick P. • Août 18, 2013
Bonne adresse pour faires des courses pas chères. Fruits et legumes a volonté ! Le barbes d'Oslo !","Patrick P. • Août 18, 2013",https://fr.foursquare.com/ppuillandre,Patrick P.
Vika Kino,https://fr.foursquare.com/v/vika-kino/4b0588b7f964a520f2d522e3,https://fastly.4sqi.net/img/general/300x300/55249249_F9zpZBbs1VBUMGJaZBjPmzJPfJb-EOpcLLujjL0sYvM.jpg,8.5,147,Cinéma,,"Ruseløkkveien 14, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/120350370-CY5AUBQF2IILI3LY,"Lena N. • Mars 2, 2016
Super comfy seats, and you can watch a movie sipping a glass of wine.","Lena N. • Mars 2, 2016",https://fr.foursquare.com/lenan1551908,Lena N.
Damstredet,https://fr.foursquare.com/v/damstredet/4e006606b61c1fbe8dfa1c44,https://fastly.4sqi.net/img/general/300x300/70044142_JN40UwOKq-ADeftED0_mTX8VBS9Y4TA1B39rZkpw3Ws.jpg,8.5,148,Belvédère / Panorama,,"Damstredet, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3476432_n73bdRDK_Tb5B-owVbODZXdZHL9O0pfjmy6FNvHcA3cPSdldINqnE_fvf4qs3lLQxPqwaZtAp.jpg,"IrmaZandl Z. • Juin 21, 2018
Favorite street in Oslo. Really beautiful.","IrmaZandl Z. • Juin 21, 2018",https://fr.foursquare.com/irmazandl,IrmaZandl Z.
Godt Brød,https://fr.foursquare.com/v/godt-br%C3%B8d/4b0588b4f964a520d2d422e3,https://fastly.4sqi.net/img/general/300x300/380198747_-xVy5LjC5eGAUhefdVowg_2QxIRUAhUQCB_ZzNVbI0w.jpg,8.5,149,Boulangerie,$$$$,"Thorvald Meyers gate 49, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/133421107-VZBKJ054UQFEVPBK.jpg,"Mathias E. • Février 13, 2016
Lovely cafe/coffeeshop! High ceeling and a space in the back perfect for working or just beeing with friends! Lovely staff","Mathias E. • Février 13, 2016",https://fr.foursquare.com/mathiase5986079,Mathias E.
Chillout,https://fr.foursquare.com/v/chillout/4c0a633d340720a118468693,https://fastly.4sqi.net/img/general/300x300/4822257_jKtcdYeMgv4vSNjPXHf3rMWkgPwFSV3kRj3OvL-NMYs.jpg,8.5,150,Coffee Shop,$$$$,"Markveien 54, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78892805-J04XKGIU1ZPXO02V.jpg,"Helgi D. • Mai 1, 2014
Very nice ambience. Ordered the tagliatelle with meat ragu which was very good and reasonably priced.","Helgi D. • Mai 1, 2014",https://fr.foursquare.com/helgid1233209,Helgi D.
Vettakollen,https://fr.foursquare.com/v/vettakollen/4c2e4ac7452620a1dd931b0f,https://fastly.4sqi.net/img/general/300x300/1811088_9029MeZVCL99qrDbiKI7evdgTgJFFgsLQnHoAiZQ6WM.jpg,8.5,151,Belvédère / Panorama,,"376 m o h, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Bivitri • Avril 1, 2015
Nice views! Great for sunset watching but avoid going here in the winter & early spring because it's very very slippery(!)","Bivitri • Avril 1, 2015",https://fr.foursquare.com/bivitri2428311,Bivitri
Flâneur Foods,https://fr.foursquare.com/v/fl%C3%A2neur-foods/4e2166941495f18f034dd569,https://fastly.4sqi.net/img/general/300x300/8210572_iZ35Y5j5h4771gxapJTNd3nQ72QTGx2pcWBQzLv6TlY.jpg,8.5,152,Épicerie fine,$$$$,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Stein E. K. • Janvier 12, 2015
Food is excellent! Coffee is good ! Stein","Stein E. K. • Janvier 12, 2015",https://fr.foursquare.com/steine.k4673567,Stein E. K.
Solsiden Restaurant,https://fr.foursquare.com/v/solsiden-restaurant/4bf80c66b182c9b670b8765a,https://fastly.4sqi.net/img/general/300x300/392321041_G9qFWVH9EW6qlcaCvRvDD-8sgy7UW9Us9MwyiaqX1BU.jpg,8.5,153,Fruits de mer,$$$$,"Søndre Akershuskai 34, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ETS1YYRC5QD2PWDH.jpg,"JP B. • Août 5, 2010
Tres bons plats de poissons même si assez honereux. Dos au town hall en regardant la mer prendre le quai de gauche (ts les autres restos sont a droite)","JP B. • Août 5, 2010",https://fr.foursquare.com/jpbatier,JP B.
Lille Tøyen Kolonial,https://fr.foursquare.com/v/lille-t%C3%B8yen-kolonial/563495a9498e966fc5559d4a,https://fastly.4sqi.net/img/general/300x300/246767_W6W7Mu-8UA9Y-C4V-AXCxFmOsGvS9vKa7Gt49GrvG3I.jpg,8.5,154,Gastronomique,,"Økernveien 45, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/48887827_XaSHXZdD_C4ibuBkIltjV9gW2DRIstJ305f2rtMP59YKVLxW7OEPrJ6TmN8m594oJrakBxkx8.jpg,"Cathrine J. • Février 2, 2016
Ecological cafe and grocery shop. Try the Coke, it's really special!","Cathrine J. • Février 2, 2016",https://fr.foursquare.com/cathrinj6686563,Cathrine J.
BrewDog Grünerløkka,https://fr.foursquare.com/v/brewdog-gr%C3%BCnerl%C3%B8kka/5547ba21498e3c063aa9a7ba,https://fastly.4sqi.net/img/general/300x300/4822257_TNyqzTlaOTZ1PK-dkDlH4XG2NSCnIuHO4swxRIdUDmU.jpg,8.5,155,Bar à bières,,"Markveien 57, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Mike T. • Juillet 14, 2016
Awesome food, awesome selection of beers and the friendly bartenders will help you find exactly the one you want. Great atmosphere, and not to mention great music!","Mike T. • Juillet 14, 2016",https://fr.foursquare.com/miket1490795,Mike T.
Trollvannsstua,https://fr.foursquare.com/v/trollvannsstua/4b6ece44f964a5205fcb2ce3,https://fastly.4sqi.net/img/general/300x300/49225258_BDov_culzaCV3uKdcZsoLed-oelTLRKVxM8Qha8pZYg.jpg,8.5,156,Pavillon,,"Trollvannsveien 1, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3ZGU3WCU4DRNP3PF.jpg,"James M. • Avril 29, 2014
Great to sit outside in the sun and drink Schouss beer.","James M. • Avril 29, 2014",https://fr.foursquare.com/jamesm4040893,James M.
Albatross,https://fr.foursquare.com/v/albatross/5b2166cf1fa763002c85f349,https://fastly.4sqi.net/img/general/300x300/20923693_I6gMtPbr-s89Rc7hwIhRgZo9--jNu8VLxziKJyGZ2AM.jpg,8.5,157,Cocktail,$$$$,"Torshovgt 5, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/416024901_0LBvwLvy_RZAoISwArSfCX7IvdKtF6ia-jMoxy9qaZixnI633hHNg1Uv2LxGo0wDPWjopi5R7.jpg,"Jorunn K. • Juillet 22, 2018
Nice bar! And they have comté cheese and vinyl 👏🏼","Jorunn K. • Juillet 22, 2018",https://fr.foursquare.com/jorunnk5678772,Jorunn K.
Markveien Mat og Vinhus,https://fr.foursquare.com/v/markveien-mat-og-vinhus/4b0588b3f964a52094d422e3,https://fastly.4sqi.net/img/general/300x300/90659835_ZsnhPbMePJwXNkBc5eXpeG6Cpg2bceq6jsXxOpHJ36Q.jpg,8.5,158,Restaurant,,"Torvbakkgata 12, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86018968-3WX4TXPYG1NEDP31.jpg,"Arnaud M. • Mars 22, 2018
Excellent, à tous les niveaux.","Arnaud M. • Mars 22, 2018",https://fr.foursquare.com/arnaudmerle,Arnaud M.
Schouskjelleren Mikrobryggeri,https://fr.foursquare.com/v/schouskjelleren-mikrobryggeri/4ca60fcf931bb60c27a18fe2,https://fastly.4sqi.net/img/general/300x300/384970_7oLOx5zw7WyusM3Wgx4Ph43eUijiEnL5SrNocRIHVBY.jpg,8.5,159,Brasseur,$$$$,"Trondheimsveien 2 (Thorvald Meryers Gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/60485531_D2TU4sEa_1Jl3lYnaA1oF4FayqzMJchoptId2ctOzP_is6clhXwj3fAvl0YkCymcyx0G-7t8G.jpg,"Martin J. • Mai 7, 2017
Great ambiance in this cellar pub/brewery with a lot choose from from the beer menu. Great beer selection!","Martin J. • Mai 7, 2017",https://fr.foursquare.com/martinj9658639,Martin J.
Ringen Kino,https://fr.foursquare.com/v/ringen-kino/4b264468f964a520a97924e3,https://fastly.4sqi.net/img/general/300x300/8612430_iWanfbxTusBgbkNj2ZjEv03j0CjO-LJZpQsbBPYxZOA.jpg,8.5,160,Cinéma,,"Sannergata 6 (Toftes gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/28836550-0N3QJ3ZETDVUKMQN.jpg,"Eduardo Q. • Janvier 15, 2014
Ringen room 3 comfort. Along with Gimle Kino and Colosseum (room 1), the three best in Oslo.","Eduardo Q. • Janvier 15, 2014",https://fr.foursquare.com/edooslo,Eduardo Q.
Fiskeriet,https://fr.foursquare.com/v/fiskeriet/4c6aa1601a6620a1be8a668c,https://fastly.4sqi.net/img/general/300x300/14177361_BzeYnGtWgc0akhbBYdS0_lca_r8iT6ibTOpXO4O2tEw.jpg,8.5,161,Marché aux poissons,,"Youngstorget 2b, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CS3GNIHBPGATILWB.jpg,"Eigil M. • Novembre 5, 2015
The soup and the fish & chips are awesome. Probably everything's good. Top quality seafood.","Eigil M. • Novembre 5, 2015",https://fr.foursquare.com/eimoe,Eigil M.
Lush Dive,https://fr.foursquare.com/v/lush-dive/555726c3498e47aaf0b38b13,https://fastly.4sqi.net/img/general/300x300/5105965_w5SNyfZ3vzETCXaATzr_a4-SkqR3khNzsxGP4j6FbTw.jpg,8.5,162,Fournitures de bureau,,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/467030069_dVJBlkIQ_p2FQiJ5YwPgQ6FuUleA-ddza5plFFWnhmipOfqFrZHd6vL3ja9rourps1YGMRkTL.jpg,"Kitt H. • Mars 4, 2020
The notebook selection is delightful! Names you know: Moleskine and Field Notes, but also Midori and Notari, a Norwegian publisher! Love the pen selection!","Kitt H. • Mars 4, 2020",https://fr.foursquare.com/kitth3102249,Kitt H.
Grefsenkollen,https://fr.foursquare.com/v/grefsenkollen/4b818199f964a52000ab30e3,https://fastly.4sqi.net/img/general/300x300/551574_VfVR3Ax-pSieC0Kx4yZgON92ZqbmIArwiBXgehBqVJ0.jpg,8.5,163,Restaurant,,"Grefsenkollveien 100, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/438077047_wKKv8Yag_JHhS1F0K3x4v6eaEv0VRrvbS1xwB0G5csxlFPn5zdTEEC413tOMgGxr6k_TNvjQu.jpg,"Marthe S. • Juillet 1, 2019
Great view and they serve realy good pizza in the summer!","Marthe S. • Juillet 1, 2019",https://fr.foursquare.com/marthes7946602,Marthe S.
Forsvarsmuseet,https://fr.foursquare.com/v/forsvarsmuseet/4b0588b5f964a5206ed522e3,https://fastly.4sqi.net/img/general/300x300/48029656_VbbCkRq-9yirRsHBeErnSWqCUWqkaFOnvfD5WOW4XwM.jpg,8.5,164,Musée d'histoire,,"Akerhus festning, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/S0QUUQXTEUK4POOY.jpg,"Biser S. • Juillet 26, 2014
Very interactive and user friendly :)","Biser S. • Juillet 26, 2014",https://fr.foursquare.com/bbisser,Biser S.
Østbanehallen,https://fr.foursquare.com/v/%C3%B8stbanehallen/4b263635f964a520337924e3,https://fastly.4sqi.net/img/general/300x300/39009018_mupFsGEa7FIcXoEJUT3SA-5Jbq3iPlyGZ74OzKjxAPM.jpg,8.5,165,Centre commercial,,"Jernbanetorget 1, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Michael M. • Juillet 31, 2016
The specialty grocery store in here has an amazing cinnamon roll. 29NOK, perfect consistency.","Michael M. • Juillet 31, 2016",https://fr.foursquare.com/michaelm7275525,Michael M.
The Thief Bar,https://fr.foursquare.com/v/the-thief-bar/5263d208498ebb8d6112abf9,https://fastly.4sqi.net/img/general/300x300/10887471_-Pbw-Z1obe-qYl1LK6gky1EANvZxDHewpiAhwUwC-vI.jpg,8.5,166,Bar d'hôtel,$$$$,"The Thief (Fru Kroghs brygge 2), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12860831-VTV131ATVCQ2HKE3.jpg,"Amalie K. • Janvier 12, 2016
Wonderful cocktails & nice atmosphere. Dog friendly!","Amalie K. • Janvier 12, 2016",https://fr.foursquare.com/amaliek8776528,Amalie K.
Grünerhagen,https://fr.foursquare.com/v/gr%C3%BCnerhagen/51bc8138498e6a6fdd72a225,https://fastly.4sqi.net/img/general/300x300/23562609_AErHduhKs3SInFeXfyMQhnD4s6YB0jsI4_3S1XdN5Vg.jpg,8.5,167,Parc,,"Grünerløkka (Grüner gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MV02PQLIF0N23UUZ.jpg,"Terje G. • Juin 15, 2015
In a sunny day, just enjoy","Terje G. • Juin 15, 2015",https://fr.foursquare.com/terjeg3810117,Terje G.
Dr. Kneipp's Wine Bar,https://fr.foursquare.com/v/dr-kneipps-wine-bar/4b226c22f964a5209d4624e3,https://fastly.4sqi.net/img/general/300x300/4822257__F9oKK_ghuRih9YKFaV0SpSPEurebv1Co3Lv2Pdt_QE.jpg,8.5,168,Bar à vins,$$$$,"Torvbakkgata 12 (Markveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/83554102-3MROBXLL5CB4EJBY.jpg,"Ina L. • Août 5, 2014
Nice location for a shopping break. Great food!!! Love the blue mussels!","Ina L. • Août 5, 2014",https://fr.foursquare.com/inal4861084,Ina L.
Nasjonalgalleriet,https://fr.foursquare.com/v/nasjonalgalleriet/4b0588b6f964a52081d522e3,https://fastly.4sqi.net/img/general/300x300/16134472_7p4K7RTW0O19n5q9h3QqE7FtO1SLySh7BDdYtfjs-nU.jpg,8.5,169,Galerie d'art,,"Universitetsgata 13, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/W40O5K00H0O5WYLC.jpg,"Todd M. • Novembre 29, 2014
WiFi AP : NMK WiFi password : MuncH!50NMK","Todd M. • Novembre 29, 2014",https://fr.foursquare.com/grandmasfupa,Todd M.
W.B Samson,https://fr.foursquare.com/v/wb-samson/5658c5bc498e1bd861d875c5,https://fastly.4sqi.net/img/general/300x300/11340574_yC0Fh462I1x2P_A7cDQXhrd2DH5-U_yTfE7eY7Mdp9k.jpg,8.5,170,Boulangerie,$$$$,"Gml Ringeriksvei 38 (Bekkestua), Bekkestua",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/52585170-OO4C0P1UX4G5BH2I.jpg,"Frode U. • Février 13, 2016
Nice sandwiches and good coffee. Sit upstairs by the fireplace!","Frode U. • Février 13, 2016",https://fr.foursquare.com/frodeu1248957,Frode U.
Listen To Baljit,https://fr.foursquare.com/v/listen-to-baljit/5c015129780eee002cae04a9,https://fastly.4sqi.net/img/general/300x300/51549213_JBibVEyeReBZA0yBVHL35chMMXFLUBrIBvir3gZlCoU.jpg,8.5,171,Indienne,$$$$,"frognerveien 1, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2ZBKUHEZ2RMFRUQ0.jpg,"Falguni B. • Septembre 19, 2019
Great street food! Did not expect such good Indian food in Oslo.","Falguni B. • Septembre 19, 2019",https://fr.foursquare.com/falgunib4455244,Falguni B.
Der Peppern Gror,https://fr.foursquare.com/v/der-peppern-gror/56462518498edc515ac72721,https://fastly.4sqi.net/img/general/300x300/44271525_I1FkxcofjD1EhJpN9HmOuVc3a8Q80ueeulOibkJR-WM.jpg,8.5,172,Indienne,$$$$,"Fritjof Nansens plass 7, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Pirouette • Juillet 31, 2022
Hors de prix: 55 euros pour un chicken tandoori (4 petits morceaux) avec riz, un naan à l’aïl et une bière. Même sans les 15 euros de la bière, il vaut mieux manger, mieux, scandinave. Y a pas photo.","Pirouette • Juillet 31, 2022",https://fr.foursquare.com/pirouett8039286,Pirouette
Torshovparken,https://fr.foursquare.com/v/torshovparken/4bd70be44e32d13aaf8fc380,https://fastly.4sqi.net/img/general/300x300/4286910_WHIfdme3kBI1Yt43jjlpMYKRBWUf13FLP9z5MQbuSx4.jpg,8.5,173,Parc,,"Agathe Grøndahls gate (Johan Svendsens gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CS3GNIHBPGATILWB.jpg,"Eigil M. • Juillet 31, 2016
Just a quiet and lovely park in the city","Eigil M. • Juillet 31, 2016",https://fr.foursquare.com/eimoe,Eigil M.
Universitetsplassen,https://fr.foursquare.com/v/universitetsplassen/4bd2cbd641b9ef3bb6b5fee5,https://fastly.4sqi.net/img/general/300x300/29232401__yMT6tuz2azRzck6PrNYhoiqnsrIoz6esDlxPUlIHOA.jpg,8.5,174,Place,,"Karl Johans gate 47, Oslo",Enregistrer ,,,,,
Monolitten,https://fr.foursquare.com/v/monolitten/56d6f78d498e583e9d86b8c7,https://fastly.4sqi.net/img/general/300x300/26504858_c5VjmP3d2SiofW9cRjuzxPrP6Q5-KcxMLQkbDQaHkjI.jpg,8.5,175,Monument,,"Frognerparken, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5791313-4PNVB0PSA4QRAGLU.jpg,"M R. • Avril 14, 2018
Lovely place worth seeing when in Oslo","M R. • Avril 14, 2018",https://fr.foursquare.com/mr1271194,M R.
Utsikten Ekeberg,https://fr.foursquare.com/v/utsikten-ekeberg/4c39f6e71e06d13a22697a3e,https://fastly.4sqi.net/img/general/300x300/510757877_6pytqhF981viyJ6pQY08pjSv8wzeAcndwppR9mOG9go.jpg,8.5,176,Belvédère / Panorama,,"Trollstien, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/29007429_mXNE1AxY_44TiacVZfbTZ1fj_psGzC_Hl2m7fMsHV0X9pV3l-hH1C0W607PLhmHHPP4aKPj8S.jpg,"Jack S. • Juin 16
Great place to come and watch the sun set behind Oslo. Five minute walk from nearby Ekebergparken Tram Stop (Lines 13/19). Safe lighting along pathway when dark.",Jack S. • Juin 16,https://fr.foursquare.com/jacks8197468,Jack S.
