Titre,Lien_du_titre,image,note,venueindex,catégorie,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Broadway Market,https://fr.foursquare.com/v/broadway-market/4ac518d2f964a5200aa720e3,https://fastly.4sqi.net/img/general/300x300/1374633_MD0bixibwyPSE_Yh4yF7b3Q9-INJSADy1rZ0FQErMqs.jpg,9.2,147,Marché,"Broadway Market (Westgate St), Londres",Enregistrer ,,,,,
Victoria Embankment Gardens,https://fr.foursquare.com/v/victoria-embankment-gardens/4b9e3908f964a520f6d236e3,https://fastly.4sqi.net/img/general/300x300/44159939_DskKr7dc39VZodrYIY53ax8UNRfJsJLcI8I27ozINQw.jpg,9.2,148,Jardin,"Victoria Embankment (btwn Villiers St & Savoy St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1261172-WQNTS1XMMAFCXDNM,"Jacob W. • Août 30, 2014
Very tranquil spot to relax with lunch, with benches, deckchairs and walls to sit on. Right next to Embankment station so easy to get to as well.","Jacob W. • Août 30, 2014",https://fr.foursquare.com/jpw48,Jacob W.
Horniman Museum and Gardens,https://fr.foursquare.com/v/horniman-museum-and-gardens/4ac518d2f964a52045a720e3,https://fastly.4sqi.net/img/general/300x300/29121632_-XXK6RbQElDuiPPCg8YKNe2zanamj4rTPgjajwZdO44.jpg,9.2,149,Musée,"100 London Rd, Forest Hill",Enregistrer ,,,,,
Highgate Wood,https://fr.foursquare.com/v/highgate-wood/4b7c71ddf964a520c0932fe3,https://fastly.4sqi.net/img/general/300x300/12549305_Fc3IBwOUyV986mjVqmNki_j7F6R94trlxgZAG1GmMjs.jpg,9.2,150,Forêt,"Muswell Hill Rd, Londres",Enregistrer ,,,,,
Italian Gardens,https://fr.foursquare.com/v/italian-gardens/4c39e5c31e06d13a4b467a3e,https://fastly.4sqi.net/img/general/300x300/20691_R5lzIwVstVzUenCEuqQEU1u4KTO-yBxdzEMMnyiVQf8.jpg,9.2,151,Jardin,"Lancaster Gate, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3691795_kx3jpw7r_ys7Ca3Uo6CEBUGsU1HG_KrMF3zY1wkCyahgSHnOB9zCbLVJdcETCt2t3PanEtbgC.jpg,"Amber • Février 9, 2019
Beautiful spot in the park with fountains and the cafe at the end actually serves very good coffee!","Amber • Février 9, 2019",https://fr.foursquare.com/amber_lee_rose,Amber
Bushy Park,https://fr.foursquare.com/v/bushy-park/4bb87d997421a593cbd2c140,https://fastly.4sqi.net/img/general/300x300/20294652_W6MEW2eoIxS4Ummn1Rq5BpBshZvna91z5bfyXS0791k.jpg,9.2,152,Parc,"The Stockyard (Hampton Court Rd), Hampton",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/KIZZKEEPXQNOH5ZC.jpg,"DHR.com • Décembre 1, 2011
Being the second largest London Royal Park, this is a place where you can so many recreational activities such as fishing, boating, and see some amazing wildlife like the fallow deer.","DHR.com • Décembre 1, 2011",https://fr.foursquare.com/dhrcom,DHR.com
Prince Charles Cinema,https://fr.foursquare.com/v/prince-charles-cinema/4ad09ceff964a520bdd820e3,https://fastly.4sqi.net/img/general/300x300/40961752_R5IVcdpN6SBI8QKKAjAwmb1BZw_h9tKCes9mMegOmM8.jpg,9.2,153,Films indépendants,"7 Leicester Pl, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/340593816-GA5KJCUW5GSOCYJE.jpg,"David S. • Janvier 16, 2017
Excellent independant cinema","David S. • Janvier 16, 2017",https://fr.foursquare.com/davids9276784,David S.
Flat Iron,https://fr.foursquare.com/v/flat-iron/565ca96e498e87528d10e88c,https://fastly.4sqi.net/img/general/300x300/12765919_DmOqmgwvdX3ulZnqx-NYkDghiR8ORlaJZKHzo33UG5M.jpg,9.2,154,Restaurant-grill,"17-18 Henrietta St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5262207_NJTWztNH_akZ9HIqOI6PX43W0ZFOU1unCRoZaxNEK6Hpo97I-wym7at-8nu3_9jMtUMgiN80n.jpg,"Gabriel H. • Janvier 30, 2019
Excellent place!","Gabriel H. • Janvier 30, 2019",https://fr.foursquare.com/gabrielh9294978,Gabriel H.
Mandarin Oriental Hyde Park,https://fr.foursquare.com/v/mandarin-oriental-hyde-park/4ac518b4f964a5207fa020e3,https://fastly.4sqi.net/img/general/300x300/45483371_otz4lDDGOjiXI3g1J7VYY-w0JBV6EH6mbwktVmdkQX4.jpg,9.2,155,Hôtel,"66 Knightsbridge, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/DKRJA12XMYJOGBW4.jpg,"Aysegul E. • Mars 28, 2012
Its a great hotel. Stunning location and just the heart of the London..what else??","Aysegul E. • Mars 28, 2012",https://fr.foursquare.com/ekinciaysegul,Aysegul E.
Beer Merchants Tap,https://fr.foursquare.com/v/beer-merchants-tap/5a873eac234724768417bc18,https://fastly.4sqi.net/img/general/300x300/81242_X0d1h3JyoHSAzvShBV2G3EAtJbKGqMERy_HSsXwFyr4.jpg,9.2,156,Bar à bières,"99 Wallis Rd, Wick",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/119911565-GZ0TYECZTPNIHV3F.jpg,"Helen S. • Février 25, 2018
New tap bar. spacious, great selection keg and cans (also to take away). A couple of cask options too.","Helen S. • Février 25, 2018",https://fr.foursquare.com/helens2178889,Helen S.
Dusty Knuckle Bakery,https://fr.foursquare.com/v/dusty-knuckle-bakery/55d5c712498e21534e90e8e3,https://fastly.4sqi.net/img/general/300x300/190705_QpttaKftkAWOFl8yd8jDzWC838BaPLq2x-89ATUcs-A.jpg,9.2,157,Boulangerie,"Abbot St Car Park, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Jon R. • Août 3
Fantastic sandwiches. My first visit but the green bean and feta one was delicious.",Jon R. • Août 3,https://fr.foursquare.com/jonr8146954,Jon R.
Lizzy's on the Green,https://fr.foursquare.com/v/lizzys-on-the-green/5201f9bcccdaaeec2c36491b,https://fastly.4sqi.net/img/general/300x300/5367681_HPpn_bUQFWgMviRV3_cXtyixhibW-BbKl-E20-bcK_I.jpg,9.2,158,Café,"Newington Green, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/585636_0juPk8e6_oWNYcXGhZIBSJcQhBJ8_5n41eYFAYSE6cEb7QcHflKpEKmE87A59zG7m4YoNAlUn.jpg,"Mat A. • Septembre 5, 2014
Dog friendly cafe located inside Newington Green. If you're feeling peckish get the bacon bap with fried egg & avocado.","Mat A. • Septembre 5, 2014",https://fr.foursquare.com/okwithmydecay,Mat A.
Muji,https://fr.foursquare.com/v/muji/4b799879f964a5203b042fe3,https://fastly.4sqi.net/img/general/300x300/73713187_UC-aXChAJnaPYtmxLr6-iCW_gFQbpmF-tjJLnNO8iLo.jpg,9.2,159,Magasin d'ameublement et de décoration intérieure,"37-38 Long Acre, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/04SVF5ANT2KJHBYC.jpg,"Adam S. • Octobre 14, 2010
Muji is awesome. Japanese functionality and minimalism. Cheap but excellent stationary and a really, really easy stop for gift shopping.","Adam S. • Octobre 14, 2010",https://fr.foursquare.com/adams4331209,Adam S.
Wilton's Music Hall,https://fr.foursquare.com/v/wiltons-music-hall/4ac518eaf964a520f7ab20e3,https://fastly.4sqi.net/img/general/300x300/13428487_kq_ZH4CwEza7OEfw5Zs-3Y4_G-E5ldVdASeYXgkSvTg.jpg,9.2,160,Salle de concert,"Graces Alley (near Cable St), Londres",Enregistrer ,,,,,
Trafalgar Square,https://fr.foursquare.com/v/trafalgar-square/4ac518cef964a520f9a520e3,https://fastly.4sqi.net/img/general/300x300/2636293_mVxxI75sh9EXbeDMrJUMinqqMKDnUwNkm3kPqa6Ujsk.jpg,9.2,161,Place,"Trafalgar Sq, Londres",Enregistrer ,,,,,
Whole Foods Market,https://fr.foursquare.com/v/whole-foods-market/4ac518f4f964a520e9ae20e3,https://fastly.4sqi.net/img/general/300x300/123054431_itFtEeRMmmpXFalMBOiskjBpiiitLQic7HQQJkaDhrs.jpg,9.2,162,Épicerie,"63-97 Kensington High St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3YQRSW30TW0Q3MGD.jpg,"Helen Z. • Juillet 13, 2016
One of the best Whole Foods I've ever been to - the bakery, the cheese room, the beer selection...","Helen Z. • Juillet 13, 2016",https://fr.foursquare.com/helenz1142228,Helen Z.
Romeo & Giulietta,https://fr.foursquare.com/v/romeo--giulietta/5985fa426cf01a7e38ca6f06,https://fastly.4sqi.net/img/general/300x300/45100800_Gpb30v5l_Uw7Tq-4blKSr2X2gSmHRdENxAQB_tZnZxA.jpg,9.2,163,Glaces à l'italienne,"137 Albion Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1548653_LmeijChy_5kVBGRpAANP-p05xz97Uogln-mW5IYufrqNx8MmvUc-RPOAdLrO_HRsq5kD0JuHs.jpg,"Pete H. • Octobre 29, 2021
Best gelato outside Italy. Personal favourites - white chocolate, sour cherry or ricotta and figs","Pete H. • Octobre 29, 2021",https://fr.foursquare.com/prdh,Pete H.
London Fields,https://fr.foursquare.com/v/london-fields/4bf6c45913aed13a1b28eaf7,https://fastly.4sqi.net/img/general/300x300/59879232_HRjEOSqUREGHzrf5yjcf9RScSRE_Bt2aheDfdu5ROBE.jpg,9.2,164,Parc,"Martello St, Hackney",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/169717_5F8bC2i5_tLswg6geUyGei5Z8fYxHCM4V8X7jUKJ_h_S6iAKWZPNAaeALe9HqOGRIleNm28oI.jpg,"Jordi L. • Novembre 17, 2014
One of the bests park on a sunny day. You can bring your own barbecue, there is a special area for that.","Jordi L. • Novembre 17, 2014",https://fr.foursquare.com/newpatriks,Jordi L.
Saatchi Gallery,https://fr.foursquare.com/v/saatchi-gallery/4adf4587f964a520f87821e3,https://fastly.4sqi.net/img/general/300x300/5249916_VQ-aQJUjDFqFn00RwwtQS_tWltQAKAVfsKIAJwbGIt8.jpg,9.2,165,Galerie d'art,"Duke of York Sq (King's Rd), Chelsea",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12BR0DZMOOWDDB0X.jpg,"Séverine T. • Mai 16, 2015
La plus belle gallérie d'art contemporain privée et gratuite de tout Londres. Leur restaurant est aussi très bon. Un incontournable","Séverine T. • Mai 16, 2015",https://fr.foursquare.com/severinethery,Séverine T.
The Old Vic,https://fr.foursquare.com/v/the-old-vic/4acdbc1df964a520dacc20e3,https://fastly.4sqi.net/img/general/300x300/220130_ddgPMhqyH0cPHR3tu3s_gM66QoHCF9kNAlFCwPZEyY4.jpg,9.2,166,Théâtre,"The Cut (Waterloo Rd), Waterloo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BNOAMJFUCNFTSS2W.jpg,"Seamus M. • Novembre 9, 2014
The tours they do are fantastic I think they are one of the best kept secrets in London.","Seamus M. • Novembre 9, 2014",https://fr.foursquare.com/seamusm9230764,Seamus M.
Princess Diana Memorial Garden,https://fr.foursquare.com/v/princess-diana-memorial-garden/5a87358f95d986447ef2105d,https://fastly.4sqi.net/img/general/300x300/9970565_kdws9gUGh_l-atqz1snajN6xSPpbKAH3Xp9snPf350s.jpg,9.2,167,Jardin,"The Broad Walk (Kensington Palace), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6138847_hN19F2Gk_qa06RQq959Fb41VJIbmK9thIsK1AsTzzE1A2kPR_cAbWU3z_JiogrS4_Wv5OBiR7.jpg,"Abdulrahman A. • Février 26, 2020
Nice to walk around for 1 hour, traditional luxury palace! Historically known. At coffee shop, try the Delicious Fresh Grapes & Sparkling Lemonade! Take a rest after 1 hour standing & walking tour","Abdulrahman A. • Février 26, 2020",https://fr.foursquare.com/abdulrahmantalk,Abdulrahman A.
The Savoy Hotel,https://fr.foursquare.com/v/the-savoy-hotel/4c6950702c29d13ab5d50a41,https://fastly.4sqi.net/img/general/300x300/3796341_R2Ju7iqs4m7mrgu0iWYXuHR-6zUb9UbMtJJZqjLWZc0.jpg,9.2,168,Hôtel,"Strand (Savoy St), Londres",Enregistrer ,,,,,
Marriott Grosvenor House Executive Lounge,https://fr.foursquare.com/v/marriott-grosvenor-house-executive-lounge/4e7c71b79a523f16b2afbbbe,https://fastly.4sqi.net/img/general/300x300/490934522_K-N51XOJacQvdPSzAIsCFbB64WHfNuBTZF-3BOb43Hk.jpg,9.2,169,Bar d'hôtel,"86-90 Park Ln, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MOSZHGRSCFYQBYSG.jpg,"Robert • Juin 19, 2019
For breakfast be sure to try the house made lox. They are wonderful with fresh chopped red onion and capers. Goes great with either the fresh scrambled or try with warm boiled eggs My favourite!","Robert • Juin 19, 2019",https://fr.foursquare.com/infactinsight,Robert
Shakespeare's Globe Theatre,https://fr.foursquare.com/v/shakespeares-globe-theatre/4ad64197f964a5201d0621e3,https://fastly.4sqi.net/img/general/300x300/7028284_QR1LZllHLg7mBkt5FKAP_m_zQc6fypo4DlHNFeWobfE.jpg,9.2,170,Théâtre,"21 New Globe Walk (Bankside), South Bank",Enregistrer ,,,,,
Granary Square,https://fr.foursquare.com/v/granary-square/4e80a8a2d3e33fe0d8c59334,https://fastly.4sqi.net/img/general/300x300/9417330_5KO4nBqsesEwLdekVq6HK4MracXUngramiZF5D-nP1g.jpg,9.2,171,Place,"Granary Sq, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70120311-QLGN2GDFVTNMFELW.jpg,"Will P. • Septembre 8, 2015
Great restaurants for the evening and KERB traders for lunch in a trendy open air location. Winning!","Will P. • Septembre 8, 2015",https://fr.foursquare.com/williampitchers,Will P.
Hampstead Heath Ponds,https://fr.foursquare.com/v/hampstead-heath-ponds/4bd498af5631c9b687b4a230,https://fastly.4sqi.net/img/general/300x300/26094054_yetcLW1enW8D8cqy33uYhYgWrwi7dF_lU_uqDDtZQZ0.jpg,9.2,172,Lac,"South End Green (Hampstead Heath), Hampstead",Enregistrer ,,,,,
Carpo,https://fr.foursquare.com/v/carpo/6148a51b4b042705c4805f02,https://fastly.4sqi.net/img/general/300x300/59199430_iUaP7EDHX5Q6Dkfk7Wp8r2tXQT3GzhiNS4-apERKCco.jpg,9.2,173,Coffee Shop,"36 Hans Cres, Knightsbridge",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/526472857_p5l4gzyK_W-YczjZIhEcfqKr6ixv8YQW7ESsVz3UtDSZu-CxSkb1HX_zNshgj67dBCgg1DJud.jpg,"عبدالله ✨ • Novembre 21, 2021
Great location! A lot of interesting coffee options. Lovely Instagramable place in London.","عبدالله ✨ • Novembre 21, 2021",https://fr.foursquare.com/bdallh7532908,عبدالله ✨
Artusi,https://fr.foursquare.com/v/artusi/53369f55498ec0b8cac28896,https://fastly.4sqi.net/img/general/300x300/12335419_uFbL_nhfJ6xIt9mcVvuh75zb5YfC0mQJu9HB6HZupN0.jpg,9.2,174,Italien,"161 Bellenden Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/792204-B2P01AQYKBVLAKO1.jpg,"Lisa H. • Octobre 21, 2015
Beautifully done Italian cooking! The boar ragu rigatoni was delicious. Will be back.","Lisa H. • Octobre 21, 2015",https://fr.foursquare.com/lisehayward,Lisa H.
National Portrait Gallery,https://fr.foursquare.com/v/national-portrait-gallery/4ac518d2f964a52047a720e3,https://fastly.4sqi.net/img/general/300x300/2820549_Hsx9nlBBL-0n3T9kl9gbpsNWSu7-xdreSPh4ixipe2E.jpg,9.2,175,Galerie d'art,"St. Martin's Pl, Londres",Enregistrer ,,,,,
BFI IMAX,https://fr.foursquare.com/v/bfi-imax/4b141334f964a520de9c23e3,https://fastly.4sqi.net/img/general/300x300/16495271_JHJyrJqJZb4a1OFK2UicdlvnUERxXGhxO-HvSXLglng.jpg,9.2,176,Cinéma,"1 Charlie Chaplin Walk, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/62733553-FTTOPIH2LP4SRWNJ.jpg,"Samin M. • Juillet 21, 2017
It can be one the best experiences in your life. It's the biggest screen in the UK with stunning resolution. You can't see anything like this. Watch a film here. Just do it.","Samin M. • Juillet 21, 2017",https://fr.foursquare.com/saminm3215395,Samin M.
Liberty of London,https://fr.foursquare.com/v/liberty-of-london/4ac518ecf964a52072ac20e3,https://fastly.4sqi.net/img/general/300x300/10550340_HixwejY4Asq6-H6lCz8Tc1pJ-Nu2JwZ2pT5M1q9_Be0.jpg,9.2,177,Grand magasin,"Great Marlborough St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/29896326-NG0QVPVH4KY3Z5PO,"Vincent B. • Février 20, 2015
De belles découvertes chez Liberty","Vincent B. • Février 20, 2015",https://fr.foursquare.com/ceobillionaire,Vincent B.
The Langham,https://fr.foursquare.com/v/the-langham/4b1df1c3f964a5206f1624e3,https://fastly.4sqi.net/img/general/300x300/558277669_oRsRb8JHn3qyfnB1GQ6LU2Q3v2eq6zr_P9iIZYgBnzo.jpg,9.2,178,Hôtel,"1C Portland Pl, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/88399054-5EXWHCJHD1NA2DE5.jpg,"Patricia D. • Novembre 12, 2016
Service et hotel impeccable ❤️ très bonne situation","Patricia D. • Novembre 12, 2016",https://fr.foursquare.com/patricid3613514,Patricia D.
L'Antica Pizzeria,https://fr.foursquare.com/v/lantica-pizzeria/510ce3ece4b0bb3c5bab5e89,https://fastly.4sqi.net/img/general/300x300/5269748_uv4sZfipgeoCAtdnUOlcIzqblNjdeRInDux7ggQ67EU.jpg,9.2,179,Pizza,"66 Heath St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1548653_LmeijChy_5kVBGRpAANP-p05xz97Uogln-mW5IYufrqNx8MmvUc-RPOAdLrO_HRsq5kD0JuHs.jpg,"Pete H. • Mai 29, 2019
Fantastic thin crust, wood-fired pizzas. Good selection of Italian beer too.","Pete H. • Mai 29, 2019",https://fr.foursquare.com/prdh,Pete H.
Hop Burns & Black,https://fr.foursquare.com/v/hop-burns--black/5479eba1498e8830734c5f6a,https://fastly.4sqi.net/img/general/300x300/1368185932_jeEGoyfgVvRVmQqQOtS5_ghvrReUoOPgR9NBdsUbYyY.jpg,9.2,180,Magasin de vente de bière,"38 East Dulwich Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/LV5JXAUHKDWZKRAD.jpg,"Jacqueline L. • Octobre 13, 2018
A bottle shop with a good selection of domestic and international beers, plus hot sauces and records.","Jacqueline L. • Octobre 13, 2018",https://fr.foursquare.com/no1cares,Jacqueline L.
Udderlicious,https://fr.foursquare.com/v/udderlicious/52516a7a11d250f3dae3807e,https://fastly.4sqi.net/img/general/300x300/370811_IZ0XGbTocNoWPEEcnrhk9yCInyVjRbsMIkuL5IKmr04.jpg,9.2,181,Glace,"187 Upper St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7501752_UMClge0a_lM43OvUzYQAQiajt5T0qd3dvslffMnKn-LII-3IhAGhY0lm1qjJvCI0-P-JEIRrY.jpg,"dtmco • Juin 16, 2016
🍦 Delicious! And I'm not usually a dessert person! Helpings are generous and the staff stepped up to the two scoops in one cone challenge.","dtmco • Juin 16, 2016",https://fr.foursquare.com/dtm_co,dtmco
Dishoom,https://fr.foursquare.com/v/dishoom/4c31c371a0ced13a150d146e,https://fastly.4sqi.net/img/general/300x300/126714492_ViN60krnzT-RfyHRZQH4mm0ph1vYwUeHDfsteihyepY.jpg,9.2,182,Indienne,"12 Upper St Martin’s Ln, Londres",Enregistrer ,,,,,
Cigar Terrace,https://fr.foursquare.com/v/cigar-terrace/510555ade4b0d770cf17435c,https://fastly.4sqi.net/img/general/300x300/526311338_KnUOULt3PEOHFMj7UT1fAKJMVva7KL8Mx5YukEbmSVg.jpg,9.2,183,Toit-terrasse,"11 Knightsbridge, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OOXNQ2Z1CJIIOTUD.jpg,"Vincent A. • Novembre 6, 2018
A cigar lovers paradise. The cigar selection cannot be matched. Many rare and exclusive Cuban Cigars. Beautiful setting to relax, have a bite to eat and enjoy drinks. Fine spirits collection.","Vincent A. • Novembre 6, 2018",https://fr.foursquare.com/vincenta4832593,Vincent A.
WA Cafe,https://fr.foursquare.com/v/wa-cafe/54982bcb498eea3f58ba08f7,https://fastly.4sqi.net/img/general/300x300/6626987_05QIAzVEW5ivh5KYmQ_L9cLTJ-Hhl2DXR82qRC4R_vk.jpg,9.2,184,Desserts,"32 Haven Green, Ealing",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/19446037-R3KLAQG2VNCMK1DH.jpg,"Chlöe W. • Août 29, 2015
Really nice cafe, staff are super friendly and the food great! Try the cheese pastry","Chlöe W. • Août 29, 2015",https://fr.foursquare.com/chloemademe,Chlöe W.
Origin Coffee,https://fr.foursquare.com/v/origin-coffee/556dba64498e452733b375a0,https://fastly.4sqi.net/img/general/300x300/13134707_5tgjkxyMC6-gRgpOUZ5g3_CMFEUH6Kt_uvmEHgsI2VA.jpg,9.2,185,Coffee Shop,"65 Charlotte Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/60708_v1KbGj1K_NBv6TzReuTFiVHZHjK8jzlSngU45ZIBrpMYWQQJTmDKJVH334EjovGOdkxXa38AL.jpg,"Alex J. • Octobre 15, 2015
Good coffee, nice staff. Much better than other local coffee spots that will remain nameless.","Alex J. • Octobre 15, 2015",https://fr.foursquare.com/alruii,Alex J.
Mercato Metropolitano,https://fr.foursquare.com/v/mercato-metropolitano/577e6189498e861ea3422691,https://fastly.4sqi.net/img/general/300x300/202497_i10UGl9k3Ad0xulY76Pr4bsjw5cdSpTpu8dA2mnuBNY.jpg,9.2,186,Espace de restauration,"42 Newington Causeway, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/54430683_1MBReqzw_BMa5BB-D5OZXxR636QimvH-X85TSQe7vOyQY2DUwNuNH8fZEhOATkVEK40-qyd60.jpg,"Floor B. • Août 3, 2018
Both food and drinks are really good! Genuine and relaxed atmosphere","Floor B. • Août 3, 2018",https://fr.foursquare.com/floorb9549912,Floor B.
Carpo Piccadilly,https://fr.foursquare.com/v/carpo-piccadilly/5113babbd63e8bb673ce4b25,https://fastly.4sqi.net/img/general/300x300/32471988_AiNZ9EPgb4sERcC3jbO0Gp8YOkJBvVTvceb7OXtGytE.jpg,9.2,187,Gastronomique,"16 Piccadilly, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/39219756-OPSY4ALOPQ0VWUYU.jpg,"Mireille a. • Avril 9, 2015
Le chocolat chaud est une tuerie ! Un vrai chocolat épais et savoureux. Par contre : impossible de terminer la big size cup, la regular suffit à mon avis amplement !","Mireille a. • Avril 9, 2015",https://fr.foursquare.com/miyascupcakes,Mireille a.
BVLGARI Hotel London,https://fr.foursquare.com/v/bvlgari-hotel-london/4e269555483b329ccb3c292e,https://fastly.4sqi.net/img/general/300x300/93723539_edysoNcbCK4U7xAaPP-k0UfN2sCgmsxXRJN9y70mGCY.jpg,9.2,188,Hôtel,"171 Knightsbridge, City of London",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72759923-FS0X1T1XI32EB0TL.jpg,"Haifa • Octobre 21, 2021
Lovely and quiet lobby area, love the superfood salad.","Haifa • Octobre 21, 2021",https://fr.foursquare.com/haifa9332849,Haifa
Victoria Park Market,https://fr.foursquare.com/v/victoria-park-market/5946566f4c9be62191c282c9,https://fastly.4sqi.net/img/general/300x300/87432135_Kl4ReJnme6spWsjlsc0aLf4SjbeENjxwnsvxgm1a5TI.jpg,9.2,189,Marché fermier,"Victoria Park (Gore Rd), Hackney",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/585636_0juPk8e6_oWNYcXGhZIBSJcQhBJ8_5n41eYFAYSE6cEb7QcHflKpEKmE87A59zG7m4YoNAlUn.jpg,"Mat A. • Octobre 8, 2018
The vegan doughnuts from Crosstown are the perfect reward at the end of a long run through the park","Mat A. • Octobre 8, 2018",https://fr.foursquare.com/okwithmydecay,Mat A.
Sodo Pizza Cafe - Walthamstow,https://fr.foursquare.com/v/sodo-pizza-cafe--walthamstow/56a4eb64498e1b60cca51204,https://fastly.4sqi.net/img/general/300x300/78930520_V8P2gMsJYM_Ger2qEKE71N2IiOgPx7wIWHit_J5N3uM.jpg,9.2,190,Pizza,"21 Hatherley Mews, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WY2QCCR2ZRCU2VQA.jpg,"Dominic S. • Avril 17, 2016
Lovely pizzas and the sides are great too. Generous mozzarella and ciabatta box. Relatively speedy takeaway for collection","Dominic S. • Avril 17, 2016",https://fr.foursquare.com/d27smith,Dominic S.
Tate Modern,https://fr.foursquare.com/v/tate-modern/4ac518d3f964a52076a720e3,https://fastly.4sqi.net/img/general/300x300/26480953_UsIlLZ_QfliTy6dKY9dZQVvL3ruUAby7OnR5fL8sM_w.jpg,9.2,191,Musée d'art,"53 Bankside, Londres",Enregistrer ,,,,,
White City House,https://fr.foursquare.com/v/white-city-house/5ace57ae83e38048f11df223,https://fastly.4sqi.net/img/general/300x300/6664883_Hh5R-am-Rp8sFJl0s7pjnKw_3EWSl36ujlUi4QGh0wM.jpg,9.2,192,Centre social,"101 Wood Ln, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1172507_gO053ifG_jeAOnI40b1BwlP226JLPawUkIokRZjG58ekJrGPoGIAtHpsltmPBmgOCVyKQeN3d.jpg,"Peter B. • Novembre 22, 2019
Great space & community. Huge and excellent gym. Rooftop patio & wide range of seating options.","Peter B. • Novembre 22, 2019",https://fr.foursquare.com/badboyboyce,Peter B.
JOE & THE JUICE,https://fr.foursquare.com/v/joe--the-juice/5cb044142be425002c5682b4,https://fastly.4sqi.net/img/general/300x300/88242720_UYPubjQaZjsaxfa_RJCvAVlaj7i9a72oTE6W2FAXgwk.jpg,9.2,193,Bar à jus,"20 North Audley St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/56378311_J51qMwIW_m3SyG9Ys-VqaFPNbSPXrzkwAyf9gABL9d9R8ZDuPSLXmlGCdkohCKr7mptv4sRo3.jpg,"Marwan M. • Décembre 29, 2019
Try thier Flat white The green Juice is amazing Carrot or Chocolate cake is 8/10You like sandwiches? Try the spicy tona","Marwan M. • Décembre 29, 2019",https://fr.foursquare.com/marwanm9475699,Marwan M.
Cahoots,https://fr.foursquare.com/v/cahoots/54f8c615498ee2095266e9bf,https://fastly.4sqi.net/img/general/300x300/55996602_yCiPOYdtGuAVzNrcJUtMWfbDz5jFTjGgEAbkQUPQIC8.jpg,9.2,194,Cocktail,"13 Kingly Ct, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4373316_5K1nr8Nb_TKOqG9Sj0YGqzJjfTl-Ygmy1F463IzzBg4Yx2zc5b6gwqUQhJjYDtVehpZ2zH8vC.jpg,"Kevin D. • Mai 11, 2018
The Hot Follie was very good. Best to book ahead to avoid waiting.","Kevin D. • Mai 11, 2018",https://fr.foursquare.com/ksdulin,Kevin D.
The Sampler,https://fr.foursquare.com/v/the-sampler/4bd885790b779c741d5c07a0,https://fastly.4sqi.net/img/general/300x300/14650296_qOA__JHR7s817K-OwPEt4eyR9qV_Lnss5zdlFN_TpTY.jpg,9.2,195,Magasin de spiritueux,"266 Upper St, District londonien d'Islington",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/136753368-MCL32ALSSEAO23TS.jpg,"SSK • Février 15, 2017
Sample wine from small sip to big glass. You get high calibre wines! Great way to buy wine: taste it before!","SSK • Février 15, 2017",https://fr.foursquare.com/ssk5606699,SSK
